state,time,net,age,sex
VA,5340,5073,27,F
DC,5347,5004,27,F
DC,5398,5347,27,F
VA,5403,5243,27,F
DC,5407,5009,27,F
DC,5427,5427,27,F
VA,5434,5259,27,F
VA,5454,5277,27,F
VA,5464,5116,27,F
MD,5480,5162,27,F
DC,5483,5483,27,F
MD,5494,5302,27,F
VA,5508,5253,27,F
VA,5516,5247,27,F
VA,5516,5247,27,F
VA,5545,5274,27,F
MD,5547,5288,27,F
DC,5550,5439,27,F
PA,5562,5393,27,F
NY,5604,5476,27,F
DC,5608,5579,27,F
MD,5636,5334,27,F
MD,5678,5500,27,F
VA,5679,5679,27,F
VA,5697,5437,27,F
MD,5697,5434,27,F
VA,5718,5238,27,F
VA,5720,5608,27,F
DC,5722,5507,27,F
DC,5727,5383,27,F
DC,5742,5488,27,F
NY,5742,5517,27,F
VA,5765,5683,27,F
VA,5769,5392,27,F
VA,5772,5303,27,F
VA,5778,5513,27,F
VA,5786,5608,27,F
DC,5794,5533,27,F
DC,5812,5668,27,F
NY,5819,5399,27,F
DC,5823,5480,27,F
VA,5828,5828,27,F
VA,5835,5701,27,F
VA,5838,5339,27,F
NY,5872,5480,27,F
MD,5877,5638,27,F
VA,5888,5762,27,F
MD,5906,5745,27,F
DC,5919,5417,27,F
DC,5932,5866,27,F
DC,5943,5821,27,F
VA,5956,5956,27,F
MD,5967,5629,27,F
DC,5972,5972,27,F
DC,5972,5972,27,F
VA,5979,5592,27,F
VA,5984,5763,27,F
DC,5987,5593,27,F
DC,5988,5618,27,F
VA,5996,5887,27,F
VA,5999,5713,27,F
VA,6005,5837,27,F
NY,6016,5575,27,F
VA,6025,5523,27,F
VA,6033,5582,27,F
DE,6044,5681,27,F
NY,6057,5881,27,F
VA,6061,6061,27,F
VA,6074,5704,27,F
MD,6081,5776,27,F
VA,6085,5805,27,F
MD,6096,5852,27,F
MD,6119,5719,27,F
MD,6121,6121,27,F
DC,6127,5936,27,F
DC,6127,5891,27,F
DC,6128,5815,27,F
DC,6132,5896,27,F
VA,6134,6134,27,F
VA,6138,5668,27,F
VA,6146,5676,27,F
VA,6147,5787,27,F
MD,6148,5938,27,F
MD,6155,5943,27,F
MA,6165,6023,27,F
MD,6174,5786,27,F
DC,6177,6074,27,F
VA,6195,6195,27,F
VA,6196,6196,27,F
VA,6196,5751,27,F
MD,6227,6227,27,F
VA,6234,6002,27,F
IL,6276,6142,27,F
DC,6280,5936,27,F
NY,6284,5935,27,F
VA,6289,5853,27,F
DC,6314,6106,27,F
VA,6315,6107,27,F
DC,6319,6056,27,F
VA,6334,5992,27,F
DC,6344,6084,27,F
VA,6348,5954,27,F
MD,6379,6379,27,F
VA,6383,6086,27,F
DC,6393,6145,27,F
DC,6397,6113,27,F
DC,6422,5919,27,F
MD,6426,6063,27,F
VA,6442,6111,27,F
DC,6443,6257,27,F
VA,6447,6003,27,F
VA,6448,6207,27,F
VA,6453,6164,27,F
VA,6455,6455,27,F
MD,6455,6147,27,F
VA,6462,5971,27,F
VA,6475,5984,27,F
DC,6484,6294,27,F
MD,6487,6252,27,F
VA,6494,6209,27,F
VA,6503,6306,27,F
VA,6504,6306,27,F
VA,6509,6096,27,F
VA,6512,5790,27,F
VA,6513,6265,27,F
MD,6521,6330,27,F
DC,6534,6420,27,F
VA,6560,6426,27,F
DC,6561,6066,27,F
DC,6575,6488,27,F
MD,6578,6086,27,F
VA,6604,6390,27,F
MD,6607,6491,27,F
VA,6624,6624,27,F
AK,6642,6183,27,F
MD,6643,6643,27,F
VA,6644,6313,27,F
VA,6646,6472,27,F
DC,6666,6178,27,F
VA,6679,6451,27,F
DC,6691,6354,27,F
PA,6696,6696,27,F
MD,6712,6367,27,F
VA,6720,6239,27,F
VA,6743,6311,27,F
NY,6749,6285,27,F
VA,6750,6553,27,F
VA,6750,6553,27,F
MA,6776,6296,27,F
VA,6803,6673,27,F
VA,6809,6309,27,F
VA,6835,6377,27,F
VA,6862,6352,27,F
MD,6874,6698,27,F
VA,6884,6403,27,F
DC,6888,6659,27,F
DC,6891,6891,27,F
DC,6896,6544,27,F
VA,6904,6398,27,F
VA,6919,6568,27,F
VA,6939,6726,27,F
DC,6967,6967,27,F
VA,6977,6520,27,F
VA,7009,6817,27,F
MN,7017,7017,27,F
DC,7032,6846,27,F
PA,7067,6823,27,F
MD,7097,6689,27,F
VA,7098,6847,27,F
VA,7115,6651,27,F
MD,7120,6817,27,F
VA,7128,6866,27,F
VA,7161,7161,27,F
NY,7220,6993,27,F
MD,7264,6985,27,F
VA,7277,7082,27,F
VA,7283,7283,27,F
VA,7312,7114,27,F
MD,7334,7073,27,F
VA,7336,6840,27,F
MD,7348,7188,27,F
VA,7360,7169,27,F
DC,7421,6927,27,F
VA,7433,7031,27,F
MD,7462,7239,27,F
VA,7485,7048,27,F
MD,7497,7189,27,F
VA,7585,7108,27,F
VA,7639,7152,27,F
VA,7790,7291,27,F
VA,7872,7388,27,F
MD,7915,7566,27,F
VA,7968,7789,27,F
VA,8035,7591,27,F
DC,8051,7961,27,F
DC,8177,7946,27,F
VA,8239,8028,27,F
DC,3462,3462,28,F
VA,4046,4033,28,F
MD,4156,4137,28,F
VA,4186,4141,28,F
VA,4294,4194,28,F
DC,4389,4347,28,F
VA,4556,4498,28,F
DC,4560,4509,28,F
DC,4563,4510,28,F
MD,4583,4481,28,F
DC,4688,4688,28,F
MD,4694,4657,28,F
VA,4762,4694,28,F
DC,4764,4642,28,F
DC,4790,4701,28,F
VA,4848,4823,28,F
VA,4945,4883,28,F
MD,4977,4736,28,F
MD,5040,4914,28,F
DC,5040,4671,28,F
DC,5047,4921,28,F
VA,5055,4969,28,F
DC,5080,5030,28,F
DC,5103,4914,28,F
VA,5146,4971,28,F
VA,5159,5061,28,F
DC,5161,4769,28,F
DC,5192,4822,28,F
NY,5222,5152,28,F
MD,5233,5051,28,F
MD,5246,5151,28,F
VA,5258,5128,28,F
VA,5263,4941,28,F
VA,5267,5163,28,F
MD,5270,5205,28,F
MD,5323,5211,28,F
VA,5329,5011,28,F
VA,5343,5142,28,F
IL,5377,5308,28,F
DC,5390,5159,28,F
DC,5393,5206,28,F
VA,5407,5208,28,F
VA,5414,5230,28,F
VA,5419,5099,28,F
VA,5425,5425,28,F
VA,5431,5238,28,F
DC,5433,5107,28,F
VA,5459,5248,28,F
MD,5469,5337,28,F
DC,5499,5406,28,F
MN,5499,5272,28,F
VA,5514,5164,28,F
VA,5520,5302,28,F
VA,5535,5535,28,F
DC,5540,5475,28,F
VA,5552,5459,28,F
DC,5565,5503,28,F
VA,5581,5581,28,F
VA,5592,5433,28,F
DC,5609,5262,28,F
DC,5611,5244,28,F
MD,5618,5478,28,F
MD,5620,5539,28,F
MD,5638,5638,28,F
DC,5641,5186,28,F
VA,5644,5517,28,F
PA,5651,5351,28,F
DC,5701,5701,28,F
VA,5703,5463,28,F
DC,5703,5466,28,F
VA,5710,5321,28,F
MD,5714,5265,28,F
DC,5722,5509,28,F
DC,5727,5383,28,F
MD,5730,5417,28,F
VA,5738,5284,28,F
DC,5757,5445,28,F
VA,5763,5673,28,F
NY,5764,5443,28,F
NY,5774,5530,28,F
DC,5776,5335,28,F
DC,5793,5551,28,F
DC,5795,5447,28,F
DC,5796,5643,28,F
VA,5801,5723,28,F
VA,5815,5411,28,F
VA,5823,5681,28,F
VA,5825,5483,28,F
DC,5830,5497,28,F
PA,5846,5508,28,F
VA,5846,5797,28,F
MA,5866,5487,28,F
MD,5868,5428,28,F
DC,5870,5664,28,F
VA,5877,5686,28,F
VA,5882,5626,28,F
DC,5882,5769,28,F
DC,5884,5768,28,F
VA,5885,5497,28,F
VA,5891,5891,28,F
NC,5919,5739,28,F
DC,5926,5804,28,F
DC,5950,5530,28,F
DC,5958,5697,28,F
DC,5960,5718,28,F
DC,5968,5555,28,F
DC,5969,5749,28,F
DC,5973,5973,28,F
MD,5974,5759,28,F
MD,5977,5878,28,F
MD,5993,5491,28,F
VA,5998,5852,28,F
DC,6000,5611,28,F
VA,6023,5749,28,F
MD,6024,5545,28,F
PA,6028,5914,28,F
VA,6046,5631,28,F
VA,6066,5563,28,F
VA,6072,5610,28,F
DC,6075,5704,28,F
DC,6075,5903,28,F
MD,6075,5585,28,F
DC,6078,5829,28,F
VA,6082,5850,28,F
VA,6113,5862,28,F
DC,6119,5832,28,F
VA,6134,5686,28,F
VA,6141,5870,28,F
VA,6143,5643,28,F
VA,6144,5815,28,F
DC,6148,5914,28,F
MD,6157,6020,28,F
DC,6162,5829,28,F
VA,6199,6000,28,F
MD,6204,5925,28,F
VA,6256,6256,28,F
DC,6262,5897,28,F
VA,6316,6042,28,F
VA,6317,5979,28,F
VA,6351,5944,28,F
MD,6352,6073,28,F
VA,6357,5876,28,F
MD,6358,6183,28,F
GA,6362,6085,28,F
DC,6416,6200,28,F
VA,6417,6164,28,F
VA,6439,6099,28,F
VA,6447,6003,28,F
VA,6454,6076,28,F
DC,6456,6022,28,F
VA,6460,6187,28,F
DC,6463,6130,28,F
VA,6464,5964,28,F
MD,6465,6386,28,F
MD,6479,5988,28,F
DC,6512,6291,28,F
VA,6514,6143,28,F
VA,6527,6527,28,F
VA,6541,6541,28,F
DC,6546,6546,28,F
VA,6556,6122,28,F
DC,6568,6568,28,F
NY,6602,6138,28,F
DC,6604,6109,28,F
NY,6615,6472,28,F
VA,6616,6381,28,F
DC,6633,6633,28,F
PA,6634,6322,28,F
DC,6662,6662,28,F
VA,6684,6487,28,F
VA,6685,6486,28,F
DC,6688,6285,28,F
DC,6698,6211,28,F
NY,6710,6465,28,F
VA,6712,6212,28,F
VA,6737,6385,28,F
DC,6740,6366,28,F
VA,6743,6391,28,F
MA,6795,6651,28,F
PA,6803,6436,28,F
MD,6805,6349,28,F
VA,6805,6338,28,F
MD,6811,6609,28,F
MD,6881,6414,28,F
DC,6888,6658,28,F
VA,6889,6537,28,F
VA,6902,6533,28,F
VA,6997,6534,28,F
MD,7009,6627,28,F
VA,7044,6572,28,F
MD,7064,7064,28,F
IL,7098,6779,28,F
MD,7099,6846,28,F
DC,7114,7114,28,F
DE,7118,6643,28,F
NY,7123,6873,28,F
VA,7148,6858,28,F
NY,7172,7172,28,F
DC,7210,7046,28,F
DC,7236,7018,28,F
VA,7265,6763,28,F
MD,7272,7146,28,F
VA,7286,7042,28,F
DC,7289,6918,28,F
VA,7404,6905,28,F
VA,7412,7180,28,F
VA,7427,6920,28,F
VA,7466,7320,28,F
NY,7471,7081,28,F
DC,7490,7024,28,F
VA,7492,6992,28,F
WV,7562,7359,28,F
DC,7693,7203,28,F
VA,7737,7446,28,F
DC,7886,7433,28,F
DC,7938,7607,28,F
MD,8020,7655,28,F
VA,8124,7638,28,F
MD,8242,7913,28,F
DC,8441,8195,28,F
MD,8482,8008,28,F
VA,8709,8709,28,F
VA,9002,8600,28,F
Russia,3197,3197,29,F
Ukraine,3256,3256,29,F
Usa,3337,3336,29,F
VA,3660,3657,29,F
VA,3723,3723,29,F
NC,4098,4077,29,F
MD,4384,4128,29,F
MD,4416,4383,29,F
DC,4477,4454,29,F
VA,4517,4484,29,F
DC,4579,4579,29,F
MA,4630,4630,29,F
VA,4682,4629,29,F
DC,4685,4557,29,F
VA,4707,4651,29,F
VA,4732,4652,29,F
VA,4751,4708,29,F
VA,4796,4581,29,F
DC,4801,4744,29,F
NC,4809,4734,29,F
CT,4846,4846,29,F
PA,4867,4867,29,F
MD,4875,4801,29,F
DC,4885,4805,29,F
MD,4887,4781,29,F
VA,4934,4871,29,F
DC,4964,4880,29,F
VA,4968,4720,29,F
VA,5017,5017,29,F
VA,5031,4977,29,F
MD,5100,4647,29,F
DC,5181,5114,29,F
NC,5192,5013,29,F
MD,5216,5139,29,F
DC,5234,5234,29,F
VA,5259,5154,29,F
MD,5279,5049,29,F
DC,5291,5257,29,F
DC,5328,5228,29,F
VA,5347,5245,29,F
DC,5359,4885,29,F
TX,5360,5293,29,F
VA,5375,5375,29,F
VA,5385,5335,29,F
MD,5391,5106,29,F
VA,5424,5259,29,F
NY,5426,5138,29,F
VA,5435,5283,29,F
VA,5444,5260,29,F
VA,5469,5302,29,F
VA,5471,5312,29,F
VA,5479,5084,29,F
VA,5489,5113,29,F
DC,5494,5349,29,F
DC,5508,5312,29,F
VA,5520,5407,29,F
DC,5522,5419,29,F
VA,5555,5555,29,F
DC,5573,5411,29,F
DC,5647,5589,29,F
MD,5657,5466,29,F
MD,5660,5172,29,F
DC,5661,5391,29,F
VA,5662,5310,29,F
VA,5667,5192,29,F
MD,5668,5533,29,F
VA,5668,5188,29,F
MD,5668,5534,29,F
DC,5685,5458,29,F
MD,5696,5344,29,F
DC,5722,5503,29,F
DC,5724,5508,29,F
VA,5743,5394,29,F
MD,5746,5298,29,F
DC,5747,5454,29,F
VA,5751,5349,29,F
DC,5755,5755,29,F
VA,5766,5457,29,F
VA,5777,5591,29,F
DC,5779,5412,29,F
VA,5797,5461,29,F
DC,5801,5634,29,F
MD,5804,5540,29,F
VA,5809,5562,29,F
DC,5822,5529,29,F
VA,5824,5608,29,F
VA,5824,5449,29,F
VA,5850,5575,29,F
MD,5860,5647,29,F
DC,5861,5377,29,F
VA,5862,5602,29,F
DC,5870,5662,29,F
VA,5876,5588,29,F
DC,5889,5889,29,F
DC,5920,5550,29,F
DC,5924,5791,29,F
VA,5929,5768,29,F
VA,5939,5664,29,F
VA,5943,5694,29,F
VA,5960,5661,29,F
DC,5960,5703,29,F
MD,5966,5817,29,F
VA,5979,5979,29,F
VA,5999,5821,29,F
MD,6005,5823,29,F
VA,6008,5848,29,F
MD,6030,5810,29,F
VA,6034,5629,29,F
VA,6036,5572,29,F
DC,6037,5632,29,F
DC,6038,5633,29,F
VA,6053,6053,29,F
VA,6056,5900,29,F
VA,6066,5869,29,F
DC,6078,5829,29,F
VA,6087,5734,29,F
PA,6088,5741,29,F
VA,6093,5623,29,F
NY,6110,6001,29,F
DC,6113,5870,29,F
VA,6115,5726,29,F
DC,6124,5862,29,F
MD,6137,5834,29,F
VA,6141,5861,29,F
VA,6141,5742,29,F
NY,6146,5837,29,F
DC,6147,5811,29,F
MD,6155,5744,29,F
MD,6160,5835,29,F
DC,6171,5833,29,F
MD,6182,5824,29,F
DC,6196,5820,29,F
VA,6201,6003,29,F
PA,6209,6013,29,F
ME,6211,5839,29,F
PA,6213,5810,29,F
DC,6229,5848,29,F
VA,6230,5771,29,F
VA,6231,5749,29,F
DC,6233,5832,29,F
DC,6234,5836,29,F
CA,6235,6053,29,F
MD,6237,5860,29,F
VA,6252,5975,29,F
MD,6252,6252,29,F
MD,6254,6047,29,F
MD,6280,6216,29,F
VA,6285,5859,29,F
CA,6288,5974,29,F
DC,6293,5947,29,F
DC,6307,5861,29,F
DC,6314,5976,29,F
DC,6359,6184,29,F
DC,6367,5893,29,F
DC,6368,5913,29,F
VA,6371,5975,29,F
MD,6373,6350,29,F
VA,6386,5947,29,F
VA,6409,6093,29,F
DC,6415,6390,29,F
MD,6434,6002,29,F
MD,6438,5945,29,F
VA,6452,6452,29,F
DC,6472,6282,29,F
MD,6479,5987,29,F
DC,6481,6291,29,F
VA,6486,6133,29,F
DC,6505,6176,29,F
DC,6529,6296,29,F
DC,6529,6529,29,F
VA,6530,6118,29,F
DC,6538,6291,29,F
VA,6541,6182,29,F
DC,6544,6427,29,F
DC,6573,6297,29,F
DC,6593,6593,29,F
DC,6594,6144,29,F
VA,6597,6344,29,F
MD,6598,6456,29,F
MD,6651,6651,29,F
DC,6693,6277,29,F
DC,6697,6386,29,F
DC,6705,6207,29,F
DC,6705,6372,29,F
VA,6741,6340,29,F
VA,6744,6535,29,F
NY,6749,6283,29,F
MD,6770,6604,29,F
MD,6775,6574,29,F
VA,6803,6326,29,F
VA,6827,6618,29,F
DC,6842,6434,29,F
MD,6847,6572,29,F
VA,6850,6397,29,F
VA,6869,6403,29,F
VA,6876,6396,29,F
VA,6885,6488,29,F
VA,6889,6480,29,F
VA,6912,6431,29,F
FL,6922,6601,29,F
DC,6922,6604,29,F
VA,6925,6522,29,F
DC,6967,6486,29,F
AZ,6995,6995,29,F
VA,7047,6546,29,F
DC,7052,7052,29,F
MD,7072,7072,29,F
VA,7092,6819,29,F
MD,7093,6723,29,F
CA,7132,7132,29,F
MA,7142,6799,29,F
DC,7154,6977,29,F
VA,7176,6839,29,F
DC,7226,7005,29,F
DC,7231,6771,29,F
NY,7257,7257,29,F
PA,7305,7099,29,F
VA,7313,7037,29,F
NY,7351,6855,29,F
DC,7354,7055,29,F
DC,7445,6967,29,F
VA,7498,7100,29,F
VA,7575,7087,29,F
MD,7604,7333,29,F
DC,7676,7322,29,F
DC,7693,7424,29,F
VA,7713,7338,29,F
OR,7739,7280,29,F
MD,7837,7476,29,F
VA,7865,7865,29,F
NC,7989,7989,29,F
VA,8064,7635,29,F
VA,8064,7635,29,F
DC,8075,7959,29,F
VA,8277,7872,29,F
VA,8344,8330,29,F
VA,8441,8193,29,F
VA,8643,8181,29,F
MD,8900,8494,29,F
DC,3767,3761,30,F
DC,3833,3831,30,F
VA,4003,3983,30,F
MD,4236,4224,30,F
VA,4353,4336,30,F
VA,4411,4358,30,F
VA,4415,4415,30,F
VA,4572,4516,30,F
MD,4705,4510,30,F
OH,4730,4730,30,F
MD,4771,4685,30,F
VA,4797,4691,30,F
DC,4824,4786,30,F
MD,4832,4800,30,F
NY,4881,4588,30,F
DC,4919,4826,30,F
VA,4923,4861,30,F
VA,4931,4735,30,F
VA,4993,4958,30,F
VA,5108,4918,30,F
PA,5137,4811,30,F
DC,5193,4987,30,F
VA,5243,5170,30,F
VA,5250,4896,30,F
DC,5289,5068,30,F
DC,5315,5030,30,F
VA,5322,5274,30,F
DC,5340,5163,30,F
MD,5345,5249,30,F
DC,5349,5092,30,F
TX,5365,5365,30,F
VA,5408,5323,30,F
VA,5424,5296,30,F
DC,5437,5332,30,F
PA,5476,5101,30,F
DC,5507,5317,30,F
VA,5514,5164,30,F
VA,5521,5117,30,F
VA,5542,5185,30,F
VA,5548,5191,30,F
DC,5563,5325,30,F
MD,5584,5180,30,F
DC,5596,5424,30,F
VA,5599,5380,30,F
NC,5601,5336,30,F
VA,5607,5518,30,F
NY,5612,5186,30,F
MD,5615,5488,30,F
NC,5617,5427,30,F
MD,5618,5536,30,F
VA,5644,5156,30,F
MD,5644,5280,30,F
DC,5646,5544,30,F
OH,5659,5182,30,F
VA,5659,5321,30,F
VA,5660,5377,30,F
MD,5682,5320,30,F
DC,5682,5549,30,F
DC,5692,5550,30,F
VA,5695,5553,30,F
VA,5728,5489,30,F
DC,5731,5449,30,F
KS,5739,5540,30,F
VA,5771,5435,30,F
MD,5811,5424,30,F
PA,5823,5378,30,F
MD,5824,5678,30,F
DC,5829,5482,30,F
VA,5837,5448,30,F
VA,5847,5379,30,F
SC,5850,5462,30,F
DC,5856,5468,30,F
VA,5859,5719,30,F
DC,5870,5578,30,F
MD,5887,5504,30,F
DC,5903,5682,30,F
DC,5905,5617,30,F
VA,5910,5768,30,F
DC,5914,5914,30,F
VA,5916,5827,30,F
IL,5933,5443,30,F
DC,5942,5469,30,F
NY,5945,5779,30,F
VA,5950,5620,30,F
OH,5964,5861,30,F
VA,5968,5555,30,F
DC,5975,5836,30,F
VA,5977,5545,30,F
VA,5990,5651,30,F
VA,6007,5688,30,F
VA,6016,6016,30,F
VA,6046,5622,30,F
VA,6051,5820,30,F
VA,6059,5782,30,F
DC,6071,6024,30,F
VA,6110,5792,30,F
DC,6122,6122,30,F
MD,6130,5894,30,F
DC,6138,5666,30,F
MD,6156,5726,30,F
VA,6156,5875,30,F
VA,6175,5812,30,F
DC,6175,5724,30,F
VA,6215,5847,30,F
DC,6217,5709,30,F
MD,6222,5822,30,F
MD,6222,6222,30,F
DC,6222,5876,30,F
NY,6233,6008,30,F
DC,6233,6010,30,F
VA,6235,5903,30,F
VA,6236,5851,30,F
DC,6252,5896,30,F
DC,6263,6040,30,F
VA,6276,5889,30,F
VA,6284,6284,30,F
MD,6290,5945,30,F
NY,6303,6005,30,F
VA,6317,5979,30,F
DC,6328,5935,30,F
PA,6337,5946,30,F
DC,6340,5852,30,F
NY,6346,5886,30,F
VA,6351,5945,30,F
MD,6353,6353,30,F
DC,6365,6075,30,F
VA,6392,5951,30,F
DC,6396,5923,30,F
DC,6404,5911,30,F
DC,6426,6129,30,F
DC,6447,6040,30,F
DC,6453,6286,30,F
VA,6491,6025,30,F
MD,6506,6506,30,F
NJ,6527,6355,30,F
MD,6533,6212,30,F
MD,6551,6083,30,F
VA,6558,6249,30,F
DC,6607,6491,30,F
VA,6624,6168,30,F
VA,6626,6314,30,F
VA,6628,6155,30,F
VA,6635,6439,30,F
MD,6655,6512,30,F
VA,6666,6400,30,F
VA,6691,6518,30,F
VA,6692,6234,30,F
PA,6707,6391,30,F
DC,6708,6708,30,F
VA,6744,6643,30,F
MA,6795,6653,30,F
VA,6816,6515,30,F
VA,6843,6387,30,F
VA,6858,6491,30,F
VA,6869,6468,30,F
MD,6891,6426,30,F
PA,6892,6395,30,F
MD,6925,6750,30,F
VA,6938,6449,30,F
VA,6957,6502,30,F
VA,6960,6551,30,F
MD,6998,6581,30,F
MD,7018,6641,30,F
WI,7034,6733,30,F
VA,7102,6856,30,F
VA,7116,6674,30,F
DC,7128,6704,30,F
DC,7130,6632,30,F
VA,7218,6930,30,F
DC,7221,6869,30,F
DC,7222,6869,30,F
VA,7231,7231,30,F
VA,7238,6917,30,F
VA,7258,7258,30,F
DC,7376,7376,30,F
MD,7389,7025,30,F
VA,7408,7115,30,F
VA,7456,7081,30,F
VA,7463,7299,30,F
DC,7511,6884,30,F
DC,7528,7109,30,F
DC,7678,7226,30,F
VA,7755,7611,30,F
VA,7955,7454,30,F
MD,8152,7650,30,F
VA,8248,7757,30,F
VA,8285,8285,30,F
DC,8321,8321,30,F
DC,8454,7981,30,F
DC,8461,8371,30,F
VA,8617,8477,30,F
MD,8820,8510,30,F
MD,3764,3759,31,F
MD,4513,4410,31,F
VA,4615,4586,31,F
VA,4720,4644,31,F
VA,4737,4672,31,F
DC,4737,4657,31,F
VA,4739,4722,31,F
DC,4885,4824,31,F
NJ,4900,4862,31,F
DC,4902,4829,31,F
VA,4919,4787,31,F
VA,4953,4906,31,F
DC,4955,4827,31,F
NY,4966,4966,31,F
VA,4999,4641,31,F
DC,5086,4898,31,F
DC,5099,4970,31,F
NJ,5109,5005,31,F
MD,5169,4812,31,F
DC,5176,4950,31,F
VA,5188,5140,31,F
VA,5245,5019,31,F
MD,5280,5023,31,F
DC,5280,4892,31,F
PA,5313,5142,31,F
MD,5321,4987,31,F
VA,5326,5061,31,F
MD,5344,5260,31,F
DC,5348,5096,31,F
VA,5349,5109,31,F
VA,5446,5118,31,F
DC,5472,5402,31,F
MD,5492,5288,31,F
VA,5497,5342,31,F
VA,5503,5228,31,F
NC,5523,5216,31,F
DC,5528,5336,31,F
VA,5531,5298,31,F
VA,5535,5421,31,F
DC,5538,5538,31,F
MD,5547,5106,31,F
VA,5579,5430,31,F
GA,5580,5580,31,F
DC,5594,5594,31,F
DC,5606,5382,31,F
MD,5608,5608,31,F
VA,5640,5361,31,F
OH,5660,5320,31,F
VA,5672,5426,31,F
VA,5674,5334,31,F
VA,5723,5540,31,F
VA,5725,5347,31,F
DC,5726,5291,31,F
VA,5733,5733,31,F
MD,5736,5535,31,F
VA,5738,5738,31,F
MD,5739,5355,31,F
DC,5746,5353,31,F
DC,5791,5303,31,F
DC,5807,5583,31,F
DC,5808,5321,31,F
VA,5817,5577,31,F
MD,5817,5566,31,F
VA,5827,5412,31,F
DC,5835,5571,31,F
DC,5842,5842,31,F
DC,5853,5853,31,F
VA,5885,5682,31,F
DC,5925,5775,31,F
VA,5929,5606,31,F
VA,5946,5603,31,F
DC,5961,5777,31,F
DC,5965,5802,31,F
VA,5970,5715,31,F
MD,5971,5707,31,F
VA,5979,5680,31,F
MD,5988,5741,31,F
VA,6012,5724,31,F
VA,6018,6018,31,F
MD,6042,5815,31,F
VA,6046,6012,31,F
MD,6063,5635,31,F
VA,6063,5790,31,F
MD,6081,5981,31,F
VA,6087,5631,31,F
CO,6101,5686,31,F
VA,6124,5929,31,F
VA,6127,5689,31,F
VA,6131,5970,31,F
VA,6143,6047,31,F
VA,6151,5645,31,F
MD,6156,5895,31,F
DC,6158,5848,31,F
DC,6204,6204,31,F
VA,6207,6207,31,F
VA,6226,5833,31,F
DC,6285,5839,31,F
NY,6290,5988,31,F
VA,6305,6236,31,F
DC,6309,6101,31,F
DC,6311,6090,31,F
DC,6326,6326,31,F
MD,6351,6113,31,F
DC,6354,6185,31,F
DC,6387,5915,31,F
VA,6399,6252,31,F
VA,6404,6088,31,F
DC,6409,5948,31,F
VA,6423,6183,31,F
DC,6425,6128,31,F
TN,6440,6280,31,F
MD,6449,6449,31,F
VA,6458,6075,31,F
DC,6466,6008,31,F
DC,6466,6308,31,F
VA,6469,6133,31,F
MD,6472,6215,31,F
VA,6503,6003,31,F
VA,6505,6137,31,F
VA,6523,6320,31,F
MD,6523,6523,31,F
VA,6526,6190,31,F
DC,6535,6064,31,F
VA,6545,6545,31,F
VA,6554,6093,31,F
VA,6559,6349,31,F
VA,6577,6104,31,F
DC,6601,6463,31,F
VA,6607,6389,31,F
VA,6607,6321,31,F
DC,6611,6139,31,F
PA,6615,6472,31,F
VA,6631,6411,31,F
VA,6633,6235,31,F
VA,6634,6441,31,F
VA,6636,6172,31,F
VA,6692,6198,31,F
VA,6707,6263,31,F
DC,6732,6569,31,F
MD,6748,6325,31,F
MD,6798,6415,31,F
VA,6857,6387,31,F
NC,6877,6548,31,F
DC,6885,6555,31,F
VA,6896,6486,31,F
DC,6951,6525,31,F
NJ,6956,6633,31,F
DC,6992,6821,31,F
DC,6992,6818,31,F
VA,7031,6671,31,F
MD,7039,6700,31,F
VA,7044,6572,31,F
MD,7063,7063,31,F
MD,7065,6624,31,F
MD,7065,6700,31,F
VA,7077,6840,31,F
MD,7125,6702,31,F
DC,7276,7276,31,F
DC,7288,6785,31,F
NC,7403,7161,31,F
MD,7429,7267,31,F
VA,7465,7465,31,F
NY,7502,7192,31,F
DC,7565,7064,31,F
PA,7587,7282,31,F
PA,7589,7358,31,F
VA,7624,7301,31,F
VA,7650,7170,31,F
VA,7650,7167,31,F
DC,7771,7274,31,F
DC,7793,7295,31,F
MD,7916,7821,31,F
CO,7989,7523,31,F
VA,8271,7988,31,F
DC,8461,8372,31,F
GA,8576,8114,31,F
VA,8609,8135,31,F
MO,9454,9454,31,F
Romania,3445,3444,32,F
CT,3583,3581,32,F
VA,3784,3781,32,F
DC,4154,4116,32,F
MD,4171,4157,32,F
VA,4389,4345,32,F
PA,4443,4429,32,F
VA,4647,4601,32,F
VA,4833,4756,32,F
DC,4847,4612,32,F
MD,4853,4780,32,F
DC,4894,4514,32,F
NY,4942,4866,32,F
VA,4967,4868,32,F
DC,4991,4785,32,F
VA,4996,4944,32,F
VA,5001,4764,32,F
VA,5005,4948,32,F
VA,5021,4967,32,F
MD,5050,5050,32,F
VA,5052,5052,32,F
DC,5059,4841,32,F
VA,5072,4826,32,F
MD,5116,5116,32,F
DC,5121,5011,32,F
MD,5143,5079,32,F
VA,5191,5122,32,F
MD,5243,4906,32,F
VA,5246,4858,32,F
VA,5269,5138,32,F
MD,5287,5188,32,F
MD,5310,5104,32,F
VA,5330,4886,32,F
VA,5343,5191,32,F
MD,5376,5185,32,F
VA,5380,5085,32,F
MD,5473,5085,32,F
CT,5488,5242,32,F
PA,5511,5393,32,F
VA,5512,5352,32,F
PA,5525,5444,32,F
DC,5526,5239,32,F
DC,5570,5313,32,F
DC,5575,5454,32,F
VA,5600,5437,32,F
NY,5612,5186,32,F
